Record_ID,District_ID,Date,Precipitation_mm,Historical_Avg_mm
4928,31,2023-11-27,91.3,85.18
4929,28,2023-06-02,223.96,237.87
4930,9,2023-02-20,8.29,9.99
4931,21,2023-02-02,44.81,34.34
4932,12,2023-07-27,196.13,140.9
4933,2,2023-07-21,245.27,222.39
4934,32,2023-02-02,10.06,5.46
4935,8,2023-04-17,17.06,28.96
4936,8,2023-04-03,36.4,31.81
4937,12,2023-01-03,0.86,7.39
4938,29,2023-06-10,263.79,230.22
4939,8,2023-01-21,37.79,37.33
4940,9,2023-10-22,17.06,59.73
4941,14,2023-12-01,67.21,36.82
4942,11,2023-02-14,43.87,37.09
4943,17,2023-01-18,56.55,34.78
4944,6,2023-03-05,34.03,33.03
4945,33,2023-06-02,191.8,198.96
4946,24,2023-10-06,68.46,88.19
4947,11,2023-08-05,178.29,215.46
4948,1,2023-05-08,45.82,38.75
4949,20,2023-01-24,22.9,19.14
4950,19,2023-12-04,89.31,97.6
4951,29,2023-03-13,14.93,16.2
4952,32,2023-12-22,19.25,26.31
4953,21,2023-09-25,156.12,150.78
4954,23,2023-11-07,27.12,44.04
4955,33,2023-04-18,14.57,9.87
4956,7,2023-12-06,1.58,29.89
4957,3,2023-05-02,15.26,20.2
4958,3,2023-04-07,3.76,11.68
4959,10,2023-06-03,293.3,261.28
4960,14,2023-03-10,23.24,18.42
4961,14,2023-10-30,45.05,48.51
4962,23,2023-05-23,29.84,30.36
4963,9,2023-11-15,68.52,51.23
4964,28,2023-02-08,0.53,20.27
4965,17,2023-05-14,54.26,39.33
4966,25,2023-11-29,16.97,48.37
4967,11,2023-07-24,371.19,278.5
4968,30,2023-02-12,0.0,9.44
4969,17,2023-12-13,72.46,79.98
4970,28,2023-12-22,57.44,91.23
4971,10,2023-10-02,121.73,97.79
4972,14,2023-02-06,3.63,6.87
4973,18,2023-11-21,84.54,88.57
4974,13,2023-07-10,366.45,262.39
4975,33,2023-11-06,107.59,88.4
4976,11,2023-08-03,105.84,135.92
4977,10,2023-06-11,224.18,251.64
4978,28,2023-07-14,240.98,229.29
4979,2,2023-11-06,36.38,68.54
4980,16,2023-02-09,23.05,14.33
4981,18,2023-03-05,27.37,31.69
4982,8,2023-12-17,44.5,77.11
4983,27,2023-02-03,26.92,7.79
4984,22,2023-11-24,110.05,76.32
4985,6,2023-07-05,91.47,179.19
4986,22,2023-05-20,26.27,33.29
4987,10,2023-04-26,10.85,9.57
4988,18,2023-01-06,40.43,36.04
4989,7,2023-07-13,219.33,188.2
4990,15,2023-07-13,122.79,135.82
4991,7,2023-03-05,19.21,9.1
4992,12,2023-09-27,325.94,232.86
4993,20,2023-10-29,44.64,56.31
4994,32,2023-02-18,50.84,33.92
4995,23,2023-12-25,48.64,45.05
4996,19,2023-10-10,21.6,57.31
4997,18,2023-11-08,48.22,73.61
4998,7,2023-01-25,13.77,21.44
4999,11,2023-06-12,217.77,209.75
5000,25,2023-04-03,2.69,16.17
5001,23,2023-12-14,60.73,54.43
5002,26,2023-09-02,222.08,229.33
5003,9,2023-05-13,25.93,14.19
5004,1,2023-12-18,63.26,55.12
5005,33,2023-03-21,37.92,34.05
5006,9,2023-03-15,19.77,23.91
5007,25,2023-10-18,44.89,41.72
5008,18,2023-01-28,32.06,32.42
5009,24,2023-12-29,64.04,68.13
5010,16,2023-12-14,25.59,44.73
5011,27,2023-12-28,50.0,30.33
5012,30,2023-04-04,29.93,28.65
5013,29,2023-07-01,188.98,159.95
5014,30,2023-09-15,240.49,235.67
5015,19,2023-05-22,24.6,29.13
5016,28,2023-09-24,233.91,274.42
5017,15,2023-06-06,193.61,198.35
5018,6,2023-06-06,187.04,231.52
5019,27,2023-06-10,286.93,279.61
5020,6,2023-11-21,50.31,90.98
5021,6,2023-02-09,28.3,17.43
5022,16,2023-02-17,0.0,26.74
5023,11,2023-10-22,21.42,25.27
5024,4,2023-02-13,26.08,18.89
5025,19,2023-10-11,62.21,38.06
5026,32,2023-01-06,27.19,33.0
5027,28,2023-12-13,127.15,95.18
5028,33,2023-03-11,13.86,22.75
5029,31,2023-09-12,209.12,248.64
5030,33,2023-12-17,78.51,50.25
5031,8,2023-07-27,182.44,160.39
5032,1,2023-11-12,41.63,40.01
5033,13,2023-01-04,11.62,8.33
5034,28,2023-12-26,43.89,51.26
5035,23,2023-05-06,28.69,12.85
5036,3,2023-11-07,39.27,66.01
5037,29,2023-03-28,23.87,31.03
5038,15,2023-03-31,0.0,8.57
5039,5,2023-07-07,47.51,131.69
5040,9,2023-09-21,202.04,218.05
5041,23,2023-01-27,27.14,6.51
5042,28,2023-09-11,278.91,254.72
5043,25,2023-03-29,23.04,21.23
5044,24,2023-02-27,32.0,12.8
5045,22,2023-12-14,10.31,50.32
5046,16,2023-10-04,48.05,50.16
5047,8,2023-05-29,29.22,16.81
5048,20,2023-09-05,72.61,150.1
5049,19,2023-05-16,37.19,36.08
5050,14,2023-01-02,46.96,30.35
5051,26,2023-04-22,0.0,17.82
5052,20,2023-11-26,75.17,62.16
5053,33,2023-01-19,22.14,22.56
5054,30,2023-11-13,78.16,80.49
5055,32,2023-01-30,13.69,22.85
5056,23,2023-01-04,21.0,35.21
5057,30,2023-06-18,229.23,204.09
5058,20,2023-07-01,172.88,171.34
5059,7,2023-01-03,28.81,21.78
5060,23,2023-04-06,22.76,14.3
5061,26,2023-07-01,97.0,144.17
5062,1,2023-02-21,47.71,37.29
5063,28,2023-09-09,124.22,140.68
5064,13,2023-02-13,27.83,29.62
5065,33,2023-03-20,42.95,36.19
5066,27,2023-03-05,11.6,9.5
5067,32,2023-01-04,10.44,8.07
5068,10,2023-12-03,91.08,87.33
5069,17,2023-04-26,18.26,32.96
5070,31,2023-07-22,241.74,268.61
5071,24,2023-06-03,241.0,169.12
5072,24,2023-08-08,130.34,166.94
5073,12,2023-10-02,113.84,86.43
5074,18,2023-02-25,43.99,21.04
5075,29,2023-12-03,0.0,45.78
5076,29,2023-03-24,5.15,25.43
5077,9,2023-07-01,184.71,165.05
5078,28,2023-01-03,41.49,31.88
5079,23,2023-12-30,89.94,87.7
5080,13,2023-02-26,21.09,22.66
5081,13,2023-05-26,42.29,35.99
5082,3,2023-03-10,0.78,28.74
5083,26,2023-08-04,135.71,165.79
5084,22,2023-01-17,5.79,22.53
5085,11,2023-12-08,88.2,96.34
5086,13,2023-09-03,196.61,128.7
5087,18,2023-03-02,26.95,10.9
5088,27,2023-09-08,172.46,180.91
5089,32,2023-12-16,87.26,65.39
5090,9,2023-06-16,223.28,272.18
5091,26,2023-09-14,66.98,132.33
5092,25,2023-03-09,0.0,11.03
5093,8,2023-02-25,0.0,9.05
5094,2,2023-03-06,20.77,7.81
5095,10,2023-06-26,290.32,261.92
5096,33,2023-01-07,5.69,14.88
5097,16,2023-01-27,37.33,33.45
5098,22,2023-08-08,114.0,135.7
5099,1,2023-08-11,157.32,191.51
5100,31,2023-05-29,21.53,15.0
5101,19,2023-09-06,189.71,258.36
5102,6,2023-08-08,388.72,277.51
5103,16,2023-11-13,41.54,66.77
5104,10,2023-09-19,235.83,181.14
5105,12,2023-05-08,24.57,25.8
5106,18,2023-02-28,9.72,11.89
5107,17,2023-12-25,73.96,26.19
5108,16,2023-12-08,82.67,53.8
5109,28,2023-04-12,3.69,14.41
5110,31,2023-12-28,71.33,63.9
5111,7,2023-12-25,92.63,82.61
5112,33,2023-11-09,68.77,82.06
5113,12,2023-04-07,13.05,7.1
5114,10,2023-04-28,19.0,24.66
5115,8,2023-03-09,14.14,14.26
5116,26,2023-01-20,6.09,19.26
5117,18,2023-04-09,36.77,29.46
5118,10,2023-08-07,237.03,253.34
5119,2,2023-11-12,125.56,94.69
5120,13,2023-02-16,22.86,25.71
5121,4,2023-07-14,238.96,169.68
5122,27,2023-09-26,194.06,213.3
5123,20,2023-12-25,87.54,95.19
5124,15,2023-04-24,18.05,7.96
5125,22,2023-08-07,235.08,271.08
5126,31,2023-02-01,33.97,33.58
5127,33,2023-08-07,224.07,258.96
5128,4,2023-06-05,318.63,225.95
5129,8,2023-05-18,46.93,29.73
5130,24,2023-05-24,39.59,38.76
5131,23,2023-12-31,28.91,36.34
5132,27,2023-05-07,0.0,12.67
5133,21,2023-01-25,9.34,15.68
5134,12,2023-01-21,33.94,30.62
5135,1,2023-01-27,16.82,30.88
5136,21,2023-04-19,28.08,19.81
5137,19,2023-08-30,309.3,255.4
5138,18,2023-11-07,86.57,69.05
5139,7,2023-08-09,159.73,191.93
5140,12,2023-05-10,26.21,14.72
5141,32,2023-07-06,234.8,226.75
5142,22,2023-06-05,245.28,204.38
5143,8,2023-02-19,22.52,10.61
5144,1,2023-12-16,118.66,97.52
5145,9,2023-06-19,150.16,168.03
5146,24,2023-07-05,278.86,209.36
5147,24,2023-05-02,25.67,33.58
5148,18,2023-04-18,18.08,32.07
5149,25,2023-02-14,23.2,24.97
5150,7,2023-03-08,15.22,25.53
5151,8,2023-01-22,43.02,36.83
5152,13,2023-04-09,3.27,9.57
5153,29,2023-02-20,19.47,13.48
5154,5,2023-10-07,33.14,39.93
5155,22,2023-06-04,268.3,245.91
5156,31,2023-04-14,43.93,35.48
5157,10,2023-01-23,21.41,27.19
5158,9,2023-04-09,16.73,8.42
5159,27,2023-10-09,33.05,71.19
5160,17,2023-10-14,30.65,64.51
5161,23,2023-07-07,163.21,177.82
5162,29,2023-11-19,99.48,97.74
5163,8,2023-08-12,259.83,267.95
5164,5,2023-09-05,231.28,205.1
5165,27,2023-09-26,277.31,272.66
5166,33,2023-01-12,20.98,19.26
5167,11,2023-11-03,53.92,67.33
5168,18,2023-12-23,89.29,71.98
5169,9,2023-05-29,31.77,33.98
5170,3,2023-10-17,106.08,68.85
5171,4,2023-12-22,125.79,99.15
5172,13,2023-07-23,257.66,236.26
5173,32,2023-12-17,70.16,77.61
5174,33,2023-02-08,42.81,21.6
5175,11,2023-08-13,164.25,194.86
5176,33,2023-07-16,120.11,139.16
5177,25,2023-07-25,231.46,232.0
5178,18,2023-04-16,6.7,9.16
5179,12,2023-01-02,58.79,34.74
5180,11,2023-10-20,53.88,69.98
5181,14,2023-10-31,36.97,51.25
5182,1,2023-09-20,243.19,247.31
5183,30,2023-09-15,96.69,158.53
5184,17,2023-06-05,83.75,209.71
5185,15,2023-06-01,299.13,250.86
5186,18,2023-10-10,89.75,64.51
5187,8,2023-03-29,14.42,8.36
5188,15,2023-01-24,38.54,39.84
5189,16,2023-05-30,26.82,30.57
5190,3,2023-11-24,51.84,56.11
5191,10,2023-05-23,42.18,34.98
5192,9,2023-05-19,30.71,26.55
5193,4,2023-11-25,4.0,34.77
5194,16,2023-04-18,35.52,30.7
5195,8,2023-01-01,17.59,29.02
5196,23,2023-11-20,21.96,32.68
5197,24,2023-06-16,151.17,237.97
5198,6,2023-12-28,78.42,89.25
5199,17,2023-03-10,46.05,25.78
5200,27,2023-11-10,88.67,86.17
5201,19,2023-06-16,137.49,229.77
5202,4,2023-11-17,62.49,82.87
5203,1,2023-07-02,231.21,202.87
5204,15,2023-05-24,41.02,37.06
5205,12,2023-05-12,7.56,14.72
5206,2,2023-10-03,65.75,81.35
5207,7,2023-12-19,35.94,52.75
5208,25,2023-12-01,28.75,36.73
5209,17,2023-11-17,80.81,76.29
5210,14,2023-08-15,182.84,172.68
5211,15,2023-06-16,91.61,134.07
5212,18,2023-04-15,23.18,6.59
5213,26,2023-03-21,13.61,10.52
5214,29,2023-04-29,23.85,36.43
5215,28,2023-07-08,145.94,246.89
5216,10,2023-09-03,279.31,218.99
5217,6,2023-09-11,226.8,191.01
5218,12,2023-08-24,209.01,259.72
5219,12,2023-04-01,15.2,18.05
5220,13,2023-10-19,78.66,55.1
5221,32,2023-04-03,17.39,5.99
5222,19,2023-01-11,35.46,28.22
5223,20,2023-03-25,12.31,10.3
5224,12,2023-07-21,143.21,184.24
5225,13,2023-02-05,16.49,20.02
5226,10,2023-02-06,5.54,6.19
5227,28,2023-05-06,35.02,28.97
5228,30,2023-11-27,71.85,55.44
5229,26,2023-02-21,0.0,6.09
5230,9,2023-01-07,24.98,23.93
5231,7,2023-07-13,315.12,262.77
5232,25,2023-01-11,19.39,7.97
5233,8,2023-01-07,26.22,8.73
5234,3,2023-03-09,10.59,9.04
5235,16,2023-02-12,31.08,37.47
5236,18,2023-03-15,43.05,35.6
5237,1,2023-01-05,6.27,14.22
5238,7,2023-10-05,76.68,93.25
5239,22,2023-12-29,118.0,93.67
5240,6,2023-04-14,16.5,28.65
5241,9,2023-09-03,253.29,249.05
5242,29,2023-03-25,5.66,28.37
5243,20,2023-06-19,191.05,124.2
5244,31,2023-03-21,2.62,13.84
5245,16,2023-01-29,49.96,38.52
5246,18,2023-11-18,67.61,81.43
5247,8,2023-01-11,18.77,12.31
5248,3,2023-02-22,7.29,21.03
5249,19,2023-02-22,33.56,32.73
5250,33,2023-08-01,223.54,236.91
5251,10,2023-01-01,26.54,39.77
5252,15,2023-01-13,17.61,8.79
5253,15,2023-08-07,265.04,222.55
5254,25,2023-03-17,31.09,30.43
5255,23,2023-12-02,31.07,63.23
5256,19,2023-04-26,0.0,12.92
5257,25,2023-12-18,0.0,26.3
5258,8,2023-09-09,169.69,153.33
5259,11,2023-02-26,0.0,9.39
5260,15,2023-02-22,44.63,24.65
5261,19,2023-07-02,154.08,221.91
5262,5,2023-11-12,51.01,60.75
5263,22,2023-03-02,48.05,37.22
5264,24,2023-02-13,35.41,20.44
5265,3,2023-11-06,76.96,75.33
5266,10,2023-04-02,19.09,24.38
5267,28,2023-09-29,200.81,175.46
5268,22,2023-11-04,18.1,29.04
5269,12,2023-12-14,0.0,30.23
5270,28,2023-03-18,26.48,31.09
5271,20,2023-11-16,58.31,72.56
5272,19,2023-06-28,288.33,238.48
5273,7,2023-05-19,19.66,35.18
5274,32,2023-12-05,67.5,92.5
5275,24,2023-05-16,0.0,6.74
5276,5,2023-01-02,2.09,6.01
5277,10,2023-12-02,69.48,33.47
5278,10,2023-06-13,136.49,166.29
5279,10,2023-07-19,277.22,255.95
5280,29,2023-09-02,269.83,272.66
5281,5,2023-02-27,34.18,32.06
5282,28,2023-05-23,40.79,36.35
5283,10,2023-02-16,28.09,13.28
5284,21,2023-03-07,10.81,19.86
5285,12,2023-07-17,237.28,253.97
5286,23,2023-06-13,283.23,251.75
5287,32,2023-08-06,154.84,144.68
5288,31,2023-12-22,0.31,41.98
5289,27,2023-11-05,41.15,68.45
5290,22,2023-03-12,37.25,32.85
5291,16,2023-07-16,172.04,221.06
5292,27,2023-10-09,76.08,90.91
5293,32,2023-10-03,96.97,87.68
5294,32,2023-09-30,191.23,136.14
5295,15,2023-07-16,281.77,213.98
5296,6,2023-10-25,35.43,40.68
5297,27,2023-09-27,225.09,192.51
5298,15,2023-12-26,93.82,76.77
5299,6,2023-05-01,12.77,19.82
5300,24,2023-01-02,23.84,16.34
5301,14,2023-01-09,29.71,23.18
5302,24,2023-10-13,77.86,68.78
5303,31,2023-03-10,24.61,19.11
5304,8,2023-01-31,33.06,18.19
5305,23,2023-07-04,43.0,120.22
5306,9,2023-05-31,3.72,8.65
5307,30,2023-03-15,21.8,7.63
5308,27,2023-05-05,15.49,34.31
5309,14,2023-04-25,0.0,11.42
5310,4,2023-03-12,7.11,22.97
5311,8,2023-12-23,109.25,85.72
5312,10,2023-07-13,211.16,202.97
5313,2,2023-12-23,95.69,70.29
5314,28,2023-07-10,256.74,267.81
5315,4,2023-12-26,89.1,72.94
5316,7,2023-12-06,96.93,97.71
5317,5,2023-09-02,222.97,200.41
5318,11,2023-01-16,26.84,39.14
5319,10,2023-07-07,269.66,259.54
5320,10,2023-02-10,33.99,30.14
5321,16,2023-02-09,19.22,14.27
5322,1,2023-10-19,136.26,89.65
5323,27,2023-03-18,28.68,22.21
5324,12,2023-08-29,259.41,172.95
5325,9,2023-09-28,104.93,147.04
5326,20,2023-08-29,170.27,173.78
5327,27,2023-06-22,84.67,180.67
5328,29,2023-11-27,0.33,44.28
5329,1,2023-05-27,19.95,34.76
5330,8,2023-03-21,3.24,11.15
5331,4,2023-11-25,81.3,49.19
5332,3,2023-11-06,93.06,64.72
5333,12,2023-09-15,254.59,241.97
5334,11,2023-01-06,1.84,9.67
5335,26,2023-08-05,222.66,260.78
5336,30,2023-10-11,71.68,71.25
5337,17,2023-10-20,38.73,25.68
5338,33,2023-06-06,207.83,154.02
5339,15,2023-08-05,212.99,179.96
5340,11,2023-05-20,16.67,38.49
5341,6,2023-09-25,150.86,167.91
5342,25,2023-03-06,12.38,30.92
5343,14,2023-07-25,218.07,191.44
5344,4,2023-04-23,38.88,24.94
5345,26,2023-04-05,11.93,10.87
5346,5,2023-12-21,73.5,71.35
5347,30,2023-09-02,217.66,271.19
5348,21,2023-12-01,91.92,79.65
5349,26,2023-07-14,284.67,223.31
5350,11,2023-01-28,22.58,16.86
5351,24,2023-11-28,48.94,53.48
5352,28,2023-04-10,37.9,26.87
5353,18,2023-02-25,35.68,36.12
5354,7,2023-02-09,42.92,20.08
5355,24,2023-11-05,83.67,96.58
5356,22,2023-01-15,3.67,15.77
5357,16,2023-05-25,18.49,15.12
5358,11,2023-10-05,91.3,91.66
5359,7,2023-02-03,38.19,16.48
5360,14,2023-11-02,9.82,26.29
5361,1,2023-06-08,220.88,251.22
5362,13,2023-10-10,0.0,25.93
5363,13,2023-11-23,72.81,54.95
5364,3,2023-05-04,35.25,36.29
5365,18,2023-02-13,31.75,38.81
5366,3,2023-10-16,49.29,45.44
5367,31,2023-01-24,37.32,25.24
5368,4,2023-06-11,186.63,127.85
5369,6,2023-06-08,161.22,136.58
5370,1,2023-07-02,210.88,252.93
5371,19,2023-07-23,141.39,185.41
5372,33,2023-04-10,46.6,39.06
5373,21,2023-07-20,138.39,176.0
5374,23,2023-03-08,9.17,5.2
5375,7,2023-06-19,139.95,128.29
5376,27,2023-09-15,204.88,272.8
5377,7,2023-09-15,182.13,199.47
5378,10,2023-01-13,3.29,32.66
5379,25,2023-09-02,180.86,196.36
5380,3,2023-05-29,30.96,13.82
5381,11,2023-03-19,16.37,16.43
5382,30,2023-02-10,0.31,10.18
5383,6,2023-04-29,51.09,33.4
5384,14,2023-12-15,87.75,96.58
5385,10,2023-03-24,35.81,34.73
5386,33,2023-09-22,173.29,146.45
5387,22,2023-08-18,312.69,269.66
5388,9,2023-06-23,188.94,122.36
5389,19,2023-07-04,229.12,239.69
5390,28,2023-01-21,19.51,24.3
5391,25,2023-05-03,25.14,20.81
5392,14,2023-11-09,80.62,65.58
5393,5,2023-03-20,42.83,38.63
5394,32,2023-02-19,2.77,9.49
5395,1,2023-03-15,37.05,18.36
5396,20,2023-10-08,36.51,25.28
5397,6,2023-09-13,250.63,161.7
5398,7,2023-08-21,325.36,222.02
5399,21,2023-03-28,0.0,15.63
5400,19,2023-03-24,13.67,11.54
5401,5,2023-05-24,16.33,25.18
5402,24,2023-06-30,155.87,139.65
5403,6,2023-02-06,16.41,24.79
5404,12,2023-12-30,25.23,55.06
5405,30,2023-05-13,23.1,11.25
5406,31,2023-05-12,37.5,24.13
5407,29,2023-11-29,81.34,77.57
5408,9,2023-03-05,20.22,14.28
5409,32,2023-01-21,47.64,24.97
5410,24,2023-05-27,0.0,23.12
5411,26,2023-07-29,208.37,257.4
5412,9,2023-08-14,153.99,130.08
5413,24,2023-09-20,125.73,187.9
5414,21,2023-07-11,210.75,276.7
5415,6,2023-12-16,35.57,47.79
5416,27,2023-09-17,184.35,201.76
5417,29,2023-05-15,0.0,10.38
5418,3,2023-11-14,75.45,68.25
5419,4,2023-05-06,32.79,33.92
5420,1,2023-03-21,14.72,21.14
5421,7,2023-05-29,62.57,32.69
5422,25,2023-03-23,18.49,32.69
5423,26,2023-02-07,16.31,24.59
5424,15,2023-07-18,226.16,236.79
5425,30,2023-12-09,101.53,90.34
5426,6,2023-06-28,297.24,245.03
5427,30,2023-08-28,111.73,189.13
5428,30,2023-02-25,29.36,16.43
5429,6,2023-04-03,14.07,31.48
5430,7,2023-07-23,141.86,152.31
5431,28,2023-04-13,41.09,35.07
5432,26,2023-06-18,271.35,184.15
5433,5,2023-06-12,185.81,188.93
5434,22,2023-11-06,71.06,84.66
5435,32,2023-04-19,17.13,18.58
5436,31,2023-02-28,20.67,21.02
5437,18,2023-08-21,136.13,124.05
5438,3,2023-10-07,143.69,88.0
5439,10,2023-08-29,221.47,213.08
5440,10,2023-11-24,36.92,77.48
5441,14,2023-06-13,167.58,135.03
5442,3,2023-11-04,51.63,47.43
5443,25,2023-02-01,27.52,26.93
5444,24,2023-08-09,294.64,234.88
5445,31,2023-04-20,28.72,15.89
5446,4,2023-04-19,14.85,29.69
5447,2,2023-12-17,91.75,95.28
5448,28,2023-05-19,0.0,13.77
5449,17,2023-11-22,0.0,31.01
5450,12,2023-02-12,0.0,14.47
5451,10,2023-02-05,19.31,15.39
5452,18,2023-07-27,303.52,262.5
5453,6,2023-06-02,217.53,174.67
5454,29,2023-08-03,159.77,163.61
5455,14,2023-12-09,71.2,93.66
5456,17,2023-04-05,7.62,16.58
5457,4,2023-02-17,47.26,38.41
5458,28,2023-06-25,99.68,184.59
5459,20,2023-03-26,20.87,18.87
5460,13,2023-06-28,193.89,255.9
5461,27,2023-09-04,142.33,127.92
5462,31,2023-10-02,86.32,71.26
5463,11,2023-12-23,58.03,71.94
5464,28,2023-07-01,172.76,247.89
5465,25,2023-01-06,11.04,15.72
5466,13,2023-02-09,30.38,30.67
5467,10,2023-06-15,141.18,186.83
5468,21,2023-01-08,40.51,39.71
5469,10,2023-08-23,218.26,168.39
5470,10,2023-09-13,328.48,245.61
5471,21,2023-02-28,7.69,15.28
5472,27,2023-05-15,35.92,19.39
5473,1,2023-08-19,257.04,227.63
5474,9,2023-11-21,114.76,92.49
5475,29,2023-11-24,58.39,46.39
5476,7,2023-01-19,46.43,22.31
5477,14,2023-04-07,0.88,15.88
5478,27,2023-12-23,52.98,52.7
5479,11,2023-11-04,14.92,32.4
5480,25,2023-04-21,12.47,10.61
5481,23,2023-04-18,20.88,7.99
5482,13,2023-12-14,85.57,93.02
5483,1,2023-07-09,195.88,131.5
5484,24,2023-01-09,36.21,23.68
5485,20,2023-06-07,223.95,226.72
5486,33,2023-03-05,0.0,18.68
5487,32,2023-11-29,29.94,31.73
5488,30,2023-07-31,269.72,164.03
5489,27,2023-06-30,225.7,195.79
5490,23,2023-10-05,85.84,73.71
5491,28,2023-09-25,109.49,194.84
5492,22,2023-02-28,24.42,9.43
5493,12,2023-08-23,289.72,181.7
5494,28,2023-07-11,302.88,269.73
5495,12,2023-10-11,77.33,83.3
5496,11,2023-10-05,26.16,32.54
5497,28,2023-07-15,296.59,238.11
5498,19,2023-12-04,69.98,68.23
5499,28,2023-11-21,107.96,90.56
5500,19,2023-12-26,94.29,67.38
5501,7,2023-02-14,19.9,30.3
5502,7,2023-02-15,4.33,6.4
5503,2,2023-11-12,46.13,60.93
5504,27,2023-02-23,17.13,15.04
5505,32,2023-11-16,15.26,49.15
5506,7,2023-11-21,41.78,32.17
5507,29,2023-09-15,161.74,146.38
5508,3,2023-12-08,39.83,46.32
5509,19,2023-08-04,251.49,234.35
5510,14,2023-04-25,15.2,14.55
5511,30,2023-10-10,25.49,36.88
5512,25,2023-02-28,16.59,13.56
5513,13,2023-08-29,224.81,256.85
5514,8,2023-06-29,133.8,127.63
5515,30,2023-07-31,55.45,129.78
5516,26,2023-01-04,19.46,19.05
5517,24,2023-04-25,28.04,30.16
5518,33,2023-05-26,36.03,23.74
5519,18,2023-12-04,93.71,94.88
5520,17,2023-06-07,99.35,154.95
5521,27,2023-12-11,28.92,70.22
5522,16,2023-01-03,47.32,35.22
5523,27,2023-01-17,19.25,28.09
5524,1,2023-01-14,41.51,35.91
5525,10,2023-07-11,126.97,146.73
5526,21,2023-06-21,175.73,190.46
5527,11,2023-10-20,77.65,91.58
5528,28,2023-05-04,18.22,34.61
5529,26,2023-04-09,17.22,26.62
5530,26,2023-01-27,38.35,30.08
5531,28,2023-03-07,13.36,12.97
5532,25,2023-03-30,32.56,29.35
5533,26,2023-06-12,112.04,138.94
5534,11,2023-08-12,163.81,182.43
5535,15,2023-02-20,8.63,14.94
5536,9,2023-09-16,254.41,240.33
5537,8,2023-11-20,40.34,28.43
5538,26,2023-11-18,68.55,80.71
5539,17,2023-10-11,63.34,60.72
5540,11,2023-06-15,160.92,185.08
5541,14,2023-02-17,5.37,16.08
5542,6,2023-01-14,31.96,8.23
5543,28,2023-01-06,26.88,37.06
5544,10,2023-01-15,34.92,34.31
5545,6,2023-10-20,71.14,70.98
5546,25,2023-01-13,24.58,30.7
5547,9,2023-08-21,108.53,139.33
5548,23,2023-04-06,0.0,12.63
5549,16,2023-12-01,91.36,54.35
5550,15,2023-06-02,301.04,274.2
5551,13,2023-10-02,127.23,94.81
5552,16,2023-07-13,293.98,272.14
5553,17,2023-12-04,61.75,31.26
5554,4,2023-05-21,22.26,17.85
5555,6,2023-03-15,13.11,24.08
5556,2,2023-11-23,49.86,49.12
5557,7,2023-02-26,6.41,5.68
5558,30,2023-11-02,85.68,87.21
5559,8,2023-02-24,43.45,33.07
5560,10,2023-05-25,36.51,28.48
5561,17,2023-04-03,30.54,28.44
5562,6,2023-02-09,42.7,17.72
5563,32,2023-07-05,254.5,236.83
5564,14,2023-07-20,106.42,189.34
5565,7,2023-09-09,124.86,164.26
5566,2,2023-07-31,229.48,251.68
5567,5,2023-09-07,266.58,213.85
5568,5,2023-04-18,21.96,17.0
5569,27,2023-07-12,179.65,150.98
5570,21,2023-11-21,54.54,71.06
5571,29,2023-03-24,11.64,12.22
5572,12,2023-06-02,221.13,230.62
5573,1,2023-04-02,50.7,29.33
5574,3,2023-03-02,15.42,23.24
5575,22,2023-06-27,291.53,276.31
5576,31,2023-11-11,39.15,61.84
5577,1,2023-03-23,1.7,11.81
5578,17,2023-03-04,29.62,18.36
5579,13,2023-11-07,44.78,53.11
5580,2,2023-10-02,29.74,60.5
5581,2,2023-09-23,211.95,239.08
5582,33,2023-03-20,31.37,25.75
5583,14,2023-07-06,260.33,263.39
5584,8,2023-04-22,19.46,31.26
5585,2,2023-06-17,207.95,217.84
5586,9,2023-04-23,12.56,22.75
5587,6,2023-12-21,75.36,99.69
5588,9,2023-05-18,13.46,19.49
5589,18,2023-09-04,187.16,218.24
5590,13,2023-02-17,23.53,34.91
5591,23,2023-12-29,82.72,99.93
5592,19,2023-08-28,226.86,246.91
5593,32,2023-08-12,225.22,216.07
5594,33,2023-07-24,157.03,187.83
5595,13,2023-05-09,32.56,24.48
5596,12,2023-04-12,26.27,38.59
5597,18,2023-07-21,121.11,193.35
5598,7,2023-10-26,94.72,91.89
5599,20,2023-03-26,41.61,38.99
5600,14,2023-09-07,338.9,273.09
5601,28,2023-08-17,266.8,144.62
5602,28,2023-11-02,30.83,61.89
5603,18,2023-06-13,212.0,248.39
5604,7,2023-11-07,58.36,50.98
5605,25,2023-08-08,96.17,174.25
5606,13,2023-10-18,44.72,33.8
5607,23,2023-07-11,293.15,224.59
5608,5,2023-08-19,175.17,205.0
5609,11,2023-01-18,25.88,34.0
5610,33,2023-05-10,23.11,24.49
5611,27,2023-05-31,11.37,11.0
5612,23,2023-07-23,232.31,208.57
5613,2,2023-02-28,19.03,36.75
5614,12,2023-06-15,209.34,167.38
5615,28,2023-04-06,26.28,22.56
5616,23,2023-05-06,43.32,38.7
5617,5,2023-04-21,3.22,7.52
5618,24,2023-07-10,231.27,240.17
5619,10,2023-06-10,148.83,142.53
5620,8,2023-01-05,8.5,19.4
5621,21,2023-12-19,24.5,78.63
5622,1,2023-06-18,166.9,188.08
5623,14,2023-08-27,185.93,259.5
5624,21,2023-04-30,4.51,16.85
5625,5,2023-07-17,139.68,151.46
