district,year,month,population,rainfall,groundwater,temperature,water_usage,storage_capacity,urbanization_rate,region_type,water_source,rainfall_category,season,wsi,stress_level,water_stress_ratio,population_density,water_availability,high_risk_flag
Nagarkurnool,2023,11,5271076,764,23.0,32,659,61,83.4,Rural,Surface Water,Medium,Winter,0.3219,Medium,0.8362944162436549,5271.076,467.6,0
Nagarkurnool,2023,11,5271076,784,30.0,30,752,63,87.4,Semi-Urban,Mixed,Medium,Winter,0.3295,Medium,0.9226993865030676,5271.076,482.4,0
Nagarkurnool,2023,12,5271076,725,18.0,27,734,46,87.4,Semi-Urban,Surface Water,Medium,Winter,0.3493,Medium,0.9865591397849462,5271.076,442.2,0
Nagarkurnool,2023,12,5271076,674,24.0,27,711,52,85.4,Rural,Groundwater,Low,Winter,0.3413,Medium,1.0171673819742488,5271.076,414.0,0
Nagarkurnool,2023,12,5271076,695,21.0,27,679,46,83.4,Rural,Groundwater,Low,Winter,0.3358,Medium,0.9470013947001394,5271.076,425.4,0
Nagarkurnool,2023,12,5271076,753,28.0,30,606,47,83.4,Semi-Urban,Groundwater,Medium,Winter,0.311,Medium,0.7749360613810742,5271.076,463.0,0
Nagarkurnool,2023,12,5271076,690,24.0,29,749,49,84.4,Urban,Groundwater,Low,Winter,0.351,Medium,1.0475524475524476,5271.076,423.6,0
Nagarkurnool,2023,12,5271076,673,16.0,33,741,48,82.4,Semi-Urban,Mixed,Low,Winter,0.3665,Medium,1.0739130434782609,5271.076,410.2,0
Nagarkurnool,2023,12,5271076,706,29.0,33,689,61,85.4,Urban,Groundwater,Medium,Winter,0.3346,Medium,0.936141304347826,5271.076,435.2,0
Nagarkurnool,2024,1,5328788,710,26.5,28,720,45,87.2,Semi-Urban,Groundwater,Medium,Winter,0.3449,Medium,0.976271186440678,5328.788,436.6,0
Nagarkurnool,2024,1,5328788,702,26.5,28,622,46,87.2,Rural,Mixed,Medium,Winter,0.326,Medium,0.8526387936943112,5328.788,431.8,0
Nagarkurnool,2024,1,5328788,718,22.5,29,681,57,83.2,Rural,Surface Water,Medium,Winter,0.3319,Medium,0.918408631153068,5328.788,439.8,0
Nagarkurnool,2024,1,5328788,685,23.5,33,695,54,86.2,Semi-Urban,Surface Water,Low,Winter,0.3511,Medium,0.9795630725863284,5328.788,420.4,0
Nagarkurnool,2024,1,5328788,721,19.5,31,701,56,82.2,Urban,Mixed,Medium,Winter,0.3419,Medium,0.9453809844908968,5328.788,440.4,0
Nagarkurnool,2024,1,5328788,729,24.5,33,734,58,83.2,Semi-Urban,Mixed,Medium,Winter,0.3463,Medium,0.972829688535454,5328.788,447.2,0
Nagarkurnool,2024,1,5328788,676,27.5,30,642,47,88.2,Rural,Groundwater,Low,Winter,0.3374,Medium,0.9112845990063876,5328.788,416.6,0
Nagarkurnool,2024,2,5328788,681,25.5,31,640,54,85.2,Semi-Urban,Mixed,Low,Winter,0.3337,Medium,0.9045936395759716,5328.788,418.8,0
Nagarkurnool,2024,2,5328788,673,19.5,28,703,60,84.2,Semi-Urban,Mixed,Low,Winter,0.3435,Medium,1.0136986301369864,5328.788,411.6,0
Nagarkurnool,2024,2,5328788,638,25.5,32,753,54,87.2,Semi-Urban,Mixed,Low,Winter,0.3668,Medium,1.1331828442437923,5328.788,393.0,0
Nagarkurnool,2024,2,5328788,695,17.5,30,708,56,83.2,Rural,Surface Water,Low,Winter,0.3482,Medium,0.99229152067274,5328.788,424.0,0
Nagarkurnool,2024,2,5328788,618,24.5,29,761,57,83.2,Rural,Mixed,Low,Winter,0.3609,Medium,1.1825951825951826,5328.788,380.6,0
Nagarkurnool,2024,2,5328788,745,20.5,27,648,60,87.2,Urban,Groundwater,Medium,Winter,0.3217,Medium,0.8454011741682974,5328.788,455.2,0
Nagarkurnool,2024,2,5328788,641,23.5,28,742,56,83.2,Semi-Urban,Groundwater,Low,Winter,0.3531,Medium,1.1149511645379413,5328.788,394.0,0
Nagarkurnool,2024,3,5328788,696,19.5,27,737,45,83.2,Urban,Surface Water,Low,Summer,0.3514,Medium,1.0286113049546406,5328.788,425.4,0
Nagarkurnool,2024,3,5328788,649,26.5,28,636,58,85.2,Semi-Urban,Groundwater,Low,Summer,0.3287,Medium,0.9401330376940134,5328.788,400.0,0
Nagarkurnool,2024,3,5328788,689,29.5,33,749,51,87.2,Semi-Urban,Groundwater,Low,Summer,0.3578,Medium,1.0410006949270327,5328.788,425.2,0
Nagarkurnool,2024,3,5328788,742,20.5,27,700,63,85.2,Semi-Urban,Groundwater,Medium,Summer,0.3291,Medium,0.91683038637852,5328.788,453.4,0
Nagarkurnool,2024,3,5328788,709,15.5,32,613,46,88.2,Rural,Groundwater,Medium,Summer,0.3431,Medium,0.844934527911785,5328.788,431.6,0
Nagarkurnool,2024,3,5328788,687,19.5,28,611,49,83.2,Urban,Mixed,Low,Summer,0.3275,Medium,0.8636042402826856,5328.788,420.0,0
Nagarkurnool,2024,3,5328788,709,24.5,31,662,56,83.2,Semi-Urban,Surface Water,Medium,Summer,0.3319,Medium,0.901293396868618,5328.788,435.2,0
Nagarkurnool,2024,4,5328788,687,29.5,33,611,58,82.2,Semi-Urban,Groundwater,Low,Summer,0.322,Medium,0.8515679442508711,5328.788,424.0,0
Nagarkurnool,2024,4,5328788,696,29.5,33,693,55,83.2,Rural,Mixed,Low,Summer,0.3396,Medium,0.9538885065381968,5328.788,429.4,0
Nagarkurnool,2024,4,5328788,701,15.5,30,664,51,84.2,Rural,Groundwater,Medium,Summer,0.344,Medium,0.9254355400696864,5328.788,426.8,0
Nagarkurnool,2024,4,5328788,736,27.5,29,670,57,86.2,Rural,Groundwater,Medium,Summer,0.325,Medium,0.8763897972531066,5328.788,452.6,0
Nagarkurnool,2024,4,5328788,634,27.5,27,624,58,86.2,Rural,Surface Water,Low,Summer,0.3266,Medium,0.94188679245283,5328.788,391.4,0
Nagarkurnool,2024,4,5328788,634,16.5,33,626,53,83.2,Urban,Mixed,Low,Summer,0.3495,Medium,0.9608595548733692,5328.788,387.0,0
Nagarkurnool,2024,4,5328788,716,21.5,33,648,62,84.2,Rural,Mixed,Medium,Summer,0.3331,Medium,0.8774542992552471,5328.788,438.2,0
Nagarkurnool,2024,5,5328788,699,20.5,31,624,63,82.2,Urban,Groundwater,Low,Summer,0.3253,Medium,0.8660652324774463,5328.788,427.6,0
Nagarkurnool,2024,5,5328788,672,20.5,33,762,58,86.2,Rural,Mixed,Low,Summer,0.3675,Medium,1.0987743330930064,5328.788,411.4,0
Nagarkurnool,2024,5,5328788,645,23.5,32,712,56,84.2,Rural,Surface Water,Low,Summer,0.3555,Medium,1.0634802091112772,5328.788,396.4,0
Nagarkurnool,2024,5,5328788,744,21.5,27,652,63,83.2,Semi-Urban,Mixed,Medium,Summer,0.3162,Medium,0.8506196999347684,5328.788,455.0,0
Nagarkurnool,2024,5,5328788,716,18.5,31,698,52,85.2,Semi-Urban,Groundwater,Medium,Summer,0.3481,Medium,0.9490142760027191,5328.788,437.0,0
Nagarkurnool,2024,5,5328788,675,23.5,27,708,46,88.2,Urban,Groundwater,Low,Summer,0.3492,Medium,1.0121515368120086,5328.788,414.4,0
Nagarkurnool,2024,5,5328788,672,15.5,30,718,47,87.2,Urban,Groundwater,Low,Summer,0.3642,Medium,1.0428467683369644,5328.788,409.4,0
Nagarkurnool,2024,6,5328788,854,24.5,32,663,48,88.2,Semi-Urban,Surface Water,Medium,Monsoon,0.3214,Medium,0.7538374076179648,5328.788,522.1999999999999,0
Nagarkurnool,2024,6,5328788,769,29.5,33,698,45,82.2,Rural,Mixed,Medium,Monsoon,0.3336,Medium,0.8730456535334584,5328.788,473.2,0
Nagarkurnool,2024,6,5328788,890,29.5,27,655,52,87.2,Semi-Urban,Surface Water,Medium,Monsoon,0.2964,Low,0.7115697990222705,5328.788,545.8,0
Nagarkurnool,2024,6,5328788,870,17.5,33,674,46,87.2,Rural,Groundwater,Medium,Monsoon,0.3302,Medium,0.7585818795723129,5328.788,529.0,0
Nagarkurnool,2024,6,5328788,853,21.5,30,610,62,87.2,Rural,Groundwater,Medium,Monsoon,0.3019,Medium,0.6967447173043975,5328.788,520.4,0
Nagarkurnool,2024,6,5328788,852,15.5,27,620,53,82.2,Rural,Surface Water,Medium,Monsoon,0.3036,Medium,0.713874496257916,5328.788,517.4,0
Nagarkurnool,2024,6,5328788,834,19.5,28,705,48,85.2,Rural,Mixed,Medium,Monsoon,0.3268,Medium,0.8250438853130486,5328.788,508.2,0
Nagarkurnool,2024,7,5328788,843,28.5,32,691,60,85.2,Semi-Urban,Surface Water,Medium,Monsoon,0.3156,Medium,0.7919770773638969,5328.788,517.1999999999999,0
Nagarkurnool,2024,7,5328788,811,19.5,28,760,48,87.2,Urban,Surface Water,Medium,Monsoon,0.3432,Medium,0.9140108238123872,5328.788,494.4,0
Nagarkurnool,2024,7,5328788,767,22.5,31,723,57,87.2,Urban,Groundwater,Medium,Monsoon,0.3409,Medium,0.9146110056925996,5328.788,469.2,0
Nagarkurnool,2024,7,5328788,859,17.5,33,653,49,82.2,Urban,Groundwater,Medium,Monsoon,0.3211,Medium,0.7441595441595441,5328.788,522.4,0
Nagarkurnool,2024,7,5328788,881,27.5,29,703,45,87.2,Urban,Groundwater,Medium,Monsoon,0.3168,Medium,0.7729521715228147,5328.788,539.6,0
Nagarkurnool,2024,7,5328788,814,17.5,29,735,58,84.2,Rural,Mixed,Medium,Monsoon,0.3338,Medium,0.8828828828828829,5328.788,495.4,0
Nagarkurnool,2024,7,5328788,877,28.5,31,608,45,82.2,Rural,Groundwater,Medium,Monsoon,0.2964,Low,0.670711527854385,5328.788,537.5999999999999,0
Nagarkurnool,2024,8,5328788,809,27.5,28,621,63,85.2,Urban,Surface Water,Medium,Monsoon,0.2982,Low,0.7414925373134328,5328.788,496.4,0
Nagarkurnool,2024,8,5328788,855,19.5,32,701,56,84.2,Urban,Mixed,Medium,Monsoon,0.3258,Medium,0.8006853226727584,5328.788,520.8,0
Nagarkurnool,2024,8,5328788,814,25.5,27,685,60,83.2,Semi-Urban,Surface Water,Medium,Monsoon,0.3098,Medium,0.8149910767400357,5328.788,498.6,0
Nagarkurnool,2024,8,5328788,834,25.5,33,626,57,84.2,Rural,Mixed,Medium,Monsoon,0.3095,Medium,0.7274840209180709,5328.788,510.6,0
Nagarkurnool,2024,8,5328788,824,26.5,27,731,55,85.2,Rural,Groundwater,Medium,Monsoon,0.321,Medium,0.8584850264239577,5328.788,505.0,0
Nagarkurnool,2024,8,5328788,820,28.5,32,701,63,86.2,Semi-Urban,Mixed,Medium,Monsoon,0.3206,Medium,0.8251912889935256,5328.788,503.4,0
Nagarkurnool,2024,8,5328788,859,29.5,27,711,56,85.2,Rural,Groundwater,Medium,Monsoon,0.3082,Medium,0.7993254637436762,5328.788,527.1999999999999,0
Nagarkurnool,2024,9,5328788,901,17.5,33,712,47,87.2,Urban,Groundwater,High,Monsoon,0.3326,Medium,0.7743338771071234,5328.788,547.6,0
Nagarkurnool,2024,9,5328788,865,26.5,33,610,45,84.2,Urban,Mixed,Medium,Monsoon,0.3066,Medium,0.6834733893557423,5328.788,529.6,0
Nagarkurnool,2024,9,5328788,869,26.5,28,717,63,82.2,Rural,Groundwater,Medium,Monsoon,0.3064,Medium,0.7997769102063581,5328.788,532.0,0
Nagarkurnool,2024,9,5328788,793,22.5,31,639,56,82.2,Rural,Groundwater,Medium,Monsoon,0.3157,Medium,0.782608695652174,5328.788,484.8,0
Nagarkurnool,2024,9,5328788,844,29.5,27,710,58,87.2,Rural,Groundwater,Medium,Monsoon,0.3113,Medium,0.8118925100057176,5328.788,518.1999999999999,0
Nagarkurnool,2024,9,5328788,842,17.5,29,709,56,82.2,Semi-Urban,Mixed,Medium,Monsoon,0.3234,Medium,0.8239395700174317,5328.788,512.2,0
Nagarkurnool,2024,9,5328788,800,16.5,28,689,57,83.2,Urban,Mixed,Medium,Monsoon,0.3252,Medium,0.8428134556574923,5328.788,486.6,0
Nagarkurnool,2024,10,5328788,702,24.5,28,699,55,86.2,Semi-Urban,Surface Water,Medium,Winter,0.3379,Medium,0.9608247422680412,5328.788,431.0,0
Nagarkurnool,2024,10,5328788,780,16.5,27,631,54,83.2,Semi-Urban,Groundwater,Medium,Winter,0.3161,Medium,0.7912225705329153,5328.788,474.6,0
Nagarkurnool,2024,10,5328788,729,16.5,32,757,54,86.2,Semi-Urban,Groundwater,Medium,Winter,0.3619,Medium,1.014065639651708,5328.788,444.0,0
Nagarkurnool,2024,10,5328788,745,22.5,29,725,56,88.2,Rural,Mixed,Medium,Winter,0.3421,Medium,0.9433962264150944,5328.788,456.0,0
Nagarkurnool,2024,10,5328788,743,20.5,29,712,46,83.2,Semi-Urban,Mixed,Medium,Winter,0.3418,Medium,0.9313276651406148,5328.788,454.0,0
Nagarkurnool,2024,10,5328788,705,19.5,32,722,63,88.2,Semi-Urban,Mixed,Medium,Winter,0.353,Medium,0.9951757408683668,5328.788,430.8,0
Nagarkurnool,2024,10,5328788,728,26.5,33,762,60,87.2,Semi-Urban,Groundwater,Medium,Winter,0.3531,Medium,1.0086035737921906,5328.788,447.4,0
Nagarkurnool,2024,11,5328788,754,23.5,28,749,48,82.2,Urban,Mixed,Medium,Winter,0.3406,Medium,0.962106615285806,5328.788,461.8,0
Nagarkurnool,2024,11,5328788,754,26.5,32,648,51,87.2,Rural,Groundwater,Medium,Winter,0.3289,Medium,0.8291746641074856,5328.788,463.0,0
Nagarkurnool,2024,11,5328788,712,18.5,31,677,50,87.2,Urban,Mixed,Medium,Winter,0.3475,Medium,0.9254955570745044,5328.788,434.6,0
Nagarkurnool,2024,11,5328788,734,23.5,32,691,57,84.2,Semi-Urban,Mixed,Medium,Winter,0.3375,Medium,0.9110085695451547,5328.788,449.8,0
Nagarkurnool,2024,11,5328788,771,17.5,29,697,61,83.2,Rural,Mixed,Medium,Winter,0.3301,Medium,0.882837238758708,5328.788,469.6,0
Nagarkurnool,2024,11,5328788,782,25.5,29,659,50,86.2,Rural,Mixed,Medium,Winter,0.3214,Medium,0.8150896722325294,5328.788,479.4,0
Nagarkurnool,2024,11,5328788,729,23.5,29,614,56,83.2,Urban,Mixed,Medium,Winter,0.3163,Medium,0.8148639681486397,5328.788,446.8,0
Nagarkurnool,2024,12,5328788,650,14.5,32,705,63,84.2,Semi-Urban,Groundwater,Low,Winter,0.3589,Medium,1.0593538692712243,5328.788,395.8,0
Nagarkurnool,2024,12,5328788,646,14.5,27,609,58,84.2,Rural,Surface Water,Low,Winter,0.3328,Medium,0.9206349206349206,5328.788,393.4,0
Nagarkurnool,2024,12,5328788,639,15.5,31,675,49,86.2,Semi-Urban,Mixed,Low,Winter,0.3605,Medium,1.0297482837528604,5328.788,389.6,0
Nagarkurnool,2024,12,5328788,658,28.5,29,690,59,88.2,Semi-Urban,Surface Water,Low,Winter,0.3407,Medium,1.0036363636363637,5328.788,406.2,0
Nagarkurnool,2024,12,5328788,648,28.5,28,720,60,82.2,Semi-Urban,Groundwater,Low,Winter,0.3397,Medium,1.062730627306273,5328.788,400.2,0
Nagarkurnool,2024,12,5328788,684,23.5,31,645,45,86.2,Rural,Surface Water,Low,Winter,0.3418,Medium,0.9103740296400848,5328.788,419.8,0
Nagarkurnool,2024,12,5328788,725,22.5,28,670,51,86.2,Semi-Urban,Mixed,Medium,Winter,0.3326,Medium,0.895123580494322,5328.788,444.0,0
Jogulamba,2015,1,6651390,683,58.0,31,637,66,50.0,Semi-Urban,Mixed,Low,Winter,0.312,Medium,0.8584905660377359,6651.39,433.0,0
Jogulamba,2015,1,6651390,730,55.0,34,627,51,56.0,Urban,Mixed,Medium,Winter,0.3255,Medium,0.7977099236641222,6651.39,460.0,0
Jogulamba,2015,1,6651390,635,66.0,31,705,68,53.0,Semi-Urban,Groundwater,Low,Winter,0.3268,Medium,1.0042735042735045,6651.39,407.4,0
Jogulamba,2015,1,6651390,703,62.0,31,769,56,54.0,Rural,Mixed,Medium,Winter,0.3404,Medium,1.0039164490861618,6651.39,446.6,0
Jogulamba,2015,1,6651390,679,65.0,29,664,52,50.0,Urban,Mixed,Low,Winter,0.314,Medium,0.8912751677852349,6651.39,433.4,0
Jogulamba,2015,1,6651390,629,67.0,30,658,53,52.0,Urban,Mixed,Low,Winter,0.3218,Medium,0.9440459110473458,6651.39,404.2,0
Jogulamba,2015,1,6651390,641,55.0,33,722,56,51.0,Urban,Surface Water,Low,Winter,0.3483,Medium,1.035868005738881,6651.39,406.6,0
Jogulamba,2015,2,6651390,670,58.0,30,645,60,53.0,Urban,Groundwater,Low,Winter,0.3196,Medium,0.8847736625514403,6651.39,425.2,0
Jogulamba,2015,2,6651390,676,58.0,30,706,51,51.0,Semi-Urban,Groundwater,Low,Winter,0.3334,Medium,0.9605442176870748,6651.39,428.8,0
Jogulamba,2015,2,6651390,678,55.0,31,701,64,50.0,Urban,Mixed,Low,Winter,0.3296,Medium,0.9550408719346049,6651.39,428.8,0
Jogulamba,2015,2,6651390,676,59.0,30,751,59,54.0,Semi-Urban,Groundwater,Low,Winter,0.3404,Medium,1.0203804347826086,6651.39,429.2,0
Jogulamba,2015,2,6651390,690,53.0,29,672,56,55.0,Rural,Surface Water,Low,Winter,0.329,Medium,0.9032258064516128,6651.39,435.2,0
Jogulamba,2015,2,6651390,656,59.0,30,737,62,52.0,Semi-Urban,Mixed,Low,Winter,0.3371,Medium,1.0293296089385475,6651.39,417.2,0
Jogulamba,2015,2,6651390,692,62.0,29,718,61,51.0,Urban,Groundwater,Low,Winter,0.3224,Medium,0.9509933774834436,6651.39,440.0,0
Jogulamba,2015,3,6651390,701,65.0,29,769,68,53.0,Semi-Urban,Mixed,Medium,Summer,0.3267,Medium,1.0026075619295958,6651.39,446.6,0
Jogulamba,2015,3,6651390,662,55.0,34,659,62,51.0,Rural,Surface Water,Low,Summer,0.3316,Medium,0.9178272980501392,6651.39,419.2,0
Jogulamba,2015,3,6651390,628,62.0,29,733,70,50.0,Rural,Groundwater,Low,Summer,0.3295,Medium,1.060781476121563,6651.39,401.6,0
Jogulamba,2015,3,6651390,674,53.0,29,681,63,50.0,Urban,Groundwater,Low,Summer,0.3247,Medium,0.9354395604395604,6651.39,425.6,0
Jogulamba,2015,3,6651390,615,62.0,34,710,54,50.0,Urban,Groundwater,Low,Summer,0.3448,Medium,1.047197640117994,6651.39,393.8,0
Jogulamba,2015,3,6651390,686,67.0,28,709,66,53.0,Semi-Urban,Surface Water,Low,Summer,0.314,Medium,0.940318302387268,6651.39,438.4,0
Jogulamba,2015,3,6651390,644,55.0,31,657,56,52.0,Semi-Urban,Mixed,Low,Summer,0.3319,Medium,0.9385714285714286,6651.39,408.4,0
Jogulamba,2015,4,6651390,675,64.0,32,675,51,52.0,Rural,Mixed,Low,Summer,0.3263,Medium,0.9121621621621622,6651.39,430.6,0
Jogulamba,2015,4,6651390,679,59.0,28,641,68,52.0,Urban,Surface Water,Low,Summer,0.3074,Medium,0.8673883626522327,6651.39,431.0,0
Jogulamba,2015,4,6651390,614,60.0,29,690,60,53.0,Semi-Urban,Surface Water,Low,Summer,0.333,Medium,1.022222222222222,6651.39,392.4,0
Jogulamba,2015,4,6651390,693,65.0,29,658,69,51.0,Rural,Groundwater,Low,Summer,0.3032,Medium,0.8669301712779973,6651.39,441.8,0
Jogulamba,2015,4,6651390,711,59.0,33,633,52,50.0,Rural,Mixed,Medium,Summer,0.317,Medium,0.8210116731517509,6651.39,450.2,0
Jogulamba,2015,4,6651390,698,57.0,34,627,70,51.0,Semi-Urban,Surface Water,Low,Summer,0.3138,Medium,0.8293650793650794,6651.39,441.6,0
Jogulamba,2015,4,6651390,669,59.0,29,677,55,50.0,Rural,Surface Water,Low,Summer,0.3226,Medium,0.9286694101508915,6651.39,425.0,0
Jogulamba,2015,5,6651390,729,56.0,30,682,54,52.0,Rural,Surface Water,Medium,Summer,0.3221,Medium,0.8676844783715013,6651.39,459.8,0
Jogulamba,2015,5,6651390,632,68.0,28,638,62,54.0,Semi-Urban,Mixed,Low,Summer,0.3099,Medium,0.9101283880171184,6651.39,406.4,0
Jogulamba,2015,5,6651390,688,62.0,31,688,69,50.0,Urban,Groundwater,Low,Summer,0.316,Medium,0.9161118508655126,6651.39,437.6,0
Jogulamba,2015,5,6651390,626,65.0,29,767,69,51.0,Semi-Urban,Surface Water,Low,Summer,0.3351,Medium,1.1083815028901731,6651.39,401.6,0
Jogulamba,2015,5,6651390,678,65.0,31,731,62,55.0,Urban,Groundwater,Low,Summer,0.3316,Medium,0.98252688172043,6651.39,432.8,0
Jogulamba,2015,5,6651390,677,58.0,31,707,53,50.0,Urban,Mixed,Low,Summer,0.3334,Medium,0.9605978260869564,6651.39,429.4,0
Jogulamba,2015,5,6651390,715,55.0,28,721,55,50.0,Urban,Mixed,Medium,Summer,0.3265,Medium,0.9351491569390402,6651.39,451.0,0
Jogulamba,2015,6,6651390,850,56.0,32,666,65,56.0,Urban,Surface Water,Medium,Monsoon,0.3033,Medium,0.7342888643880926,6651.39,532.4,0
Jogulamba,2015,6,6651390,806,59.0,29,640,54,51.0,Semi-Urban,Groundwater,Medium,Monsoon,0.2962,Low,0.7390300230946882,6651.39,507.2,0
Jogulamba,2015,6,6651390,850,53.0,30,774,64,52.0,Semi-Urban,Surface Water,Medium,Monsoon,0.3204,Medium,0.8561946902654868,6651.39,531.2,0
Jogulamba,2015,6,6651390,758,66.0,28,654,70,54.0,Semi-Urban,Groundwater,Medium,Monsoon,0.2922,Low,0.7927272727272727,6651.39,481.2,0
Jogulamba,2015,6,6651390,770,67.0,34,656,64,50.0,Rural,Groundwater,Medium,Monsoon,0.3008,Medium,0.7828162291169452,6651.39,488.8,0
Jogulamba,2015,6,6651390,804,65.0,32,634,51,56.0,Rural,Groundwater,Medium,Monsoon,0.3018,Medium,0.728735632183908,6651.39,508.4,0
Jogulamba,2015,6,6651390,887,66.0,30,746,60,51.0,Semi-Urban,Groundwater,Medium,Monsoon,0.2972,Low,0.7819706498951782,6651.39,558.5999999999999,0
Jogulamba,2015,7,6651390,829,66.0,33,671,59,50.0,Urban,Groundwater,Medium,Monsoon,0.2964,Low,0.7488839285714286,6651.39,523.8,0
Jogulamba,2015,7,6651390,837,67.0,29,650,51,52.0,Urban,Groundwater,Medium,Monsoon,0.288,Low,0.7182320441988951,6651.39,529.0,0
Jogulamba,2015,7,6651390,854,53.0,30,699,65,55.0,Semi-Urban,Groundwater,Medium,Monsoon,0.3073,Medium,0.7698237885462555,6651.39,533.6,0
Jogulamba,2015,7,6651390,803,55.0,28,651,68,53.0,Semi-Urban,Surface Water,Medium,Monsoon,0.2958,Low,0.7578579743888242,6651.39,503.8,0
Jogulamba,2015,7,6651390,820,54.0,30,715,63,53.0,Rural,Mixed,Medium,Monsoon,0.3136,Medium,0.8171428571428572,6651.39,513.6,0
Jogulamba,2015,7,6651390,805,53.0,31,747,64,51.0,Rural,Surface Water,Medium,Monsoon,0.3227,Medium,0.869615832363213,6651.39,504.2,0
Jogulamba,2015,7,6651390,846,60.0,29,748,66,56.0,Semi-Urban,Groundwater,Medium,Monsoon,0.3098,Medium,0.824696802646086,6651.39,531.5999999999999,0
Jogulamba,2015,8,6651390,836,56.0,30,750,61,54.0,Rural,Groundwater,Medium,Monsoon,0.3182,Medium,0.8398656215005599,6651.39,524.0,0
Jogulamba,2015,8,6651390,817,54.0,32,676,53,56.0,Rural,Mixed,Medium,Monsoon,0.3182,Medium,0.7752293577981652,6651.39,511.8,0
Jogulamba,2015,8,6651390,783,60.0,30,632,56,51.0,Urban,Surface Water,Medium,Monsoon,0.298,Low,0.7488151658767772,6651.39,493.8,0
Jogulamba,2015,8,6651390,782,61.0,33,707,64,52.0,Semi-Urban,Groundwater,Medium,Monsoon,0.3152,Medium,0.8376777251184834,6651.39,493.6,0
Jogulamba,2015,8,6651390,849,59.0,31,628,63,55.0,Urban,Surface Water,Medium,Monsoon,0.2908,Low,0.6908690869086909,6651.39,533.0,0
Jogulamba,2015,8,6651390,819,56.0,31,675,62,51.0,Urban,Groundwater,Medium,Monsoon,0.3042,Medium,0.7705479452054794,6651.39,513.8,0
Jogulamba,2015,8,6651390,834,64.0,29,676,55,50.0,Semi-Urban,Mixed,Medium,Monsoon,0.2927,Low,0.7519466073414905,6651.39,526.0,0
Jogulamba,2015,9,6651390,899,60.0,31,668,69,53.0,Semi-Urban,Groundwater,Medium,Monsoon,0.2853,Low,0.6958333333333333,6651.39,563.4,0
Jogulamba,2015,9,6651390,859,56.0,28,749,70,52.0,Urban,Mixed,Medium,Monsoon,0.304,Medium,0.8176855895196506,6651.39,537.8,0
Jogulamba,2015,9,6651390,846,53.0,34,665,62,52.0,Semi-Urban,Mixed,Medium,Monsoon,0.3082,Medium,0.7388888888888889,6651.39,528.8,0
Jogulamba,2015,9,6651390,899,62.0,30,753,56,52.0,Urban,Groundwater,Medium,Monsoon,0.3038,Medium,0.7827442827442828,6651.39,564.1999999999999,0
Jogulamba,2015,9,6651390,791,63.0,30,778,56,50.0,Semi-Urban,Surface Water,Medium,Monsoon,0.322,Medium,0.9099415204678364,6651.39,499.8,0
Jogulamba,2015,9,6651390,891,64.0,33,727,54,51.0,Urban,Groundwater,Medium,Monsoon,0.3038,Medium,0.7604602510460251,6651.39,560.2,0
Jogulamba,2015,9,6651390,785,66.0,32,676,67,52.0,Semi-Urban,Mixed,Medium,Monsoon,0.3,Medium,0.7934272300469484,6651.39,497.4,0
Jogulamba,2015,10,6651390,716,53.0,28,714,66,53.0,Urban,Mixed,Medium,Winter,0.3245,Medium,0.9272727272727272,6651.39,450.8,0
Jogulamba,2015,10,6651390,723,68.0,31,760,66,51.0,Rural,Groundwater,Medium,Winter,0.3216,Medium,0.9595959595959596,6651.39,461.0,0
Jogulamba,2015,10,6651390,770,63.0,29,764,66,50.0,Rural,Groundwater,Medium,Winter,0.3154,Medium,0.9160671462829736,6651.39,487.2,0
Jogulamba,2015,10,6651390,759,63.0,33,689,60,54.0,Urban,Mixed,Medium,Winter,0.317,Medium,0.8371810449574727,6651.39,480.6,0
Jogulamba,2015,10,6651390,738,64.0,28,673,60,55.0,Urban,Mixed,Medium,Winter,0.307,Medium,0.838107098381071,6651.39,468.4,0
Jogulamba,2015,10,6651390,711,56.0,33,649,67,53.0,Urban,Mixed,Medium,Winter,0.3187,Medium,0.8450520833333334,6651.39,449.0,0
Jogulamba,2015,10,6651390,775,67.0,32,657,58,53.0,Semi-Urban,Surface Water,Medium,Winter,0.3022,Medium,0.7793594306049823,6651.39,491.8,0
Jogulamba,2015,11,6651390,755,64.0,29,767,54,52.0,Rural,Mixed,Medium,Winter,0.3252,Medium,0.9353658536585366,6651.39,478.6,0
Jogulamba,2015,11,6651390,768,60.0,30,698,69,55.0,Semi-Urban,Surface Water,Medium,Winter,0.311,Medium,0.841978287092883,6651.39,484.8,0
Jogulamba,2015,11,6651390,743,61.0,28,627,62,53.0,Urban,Surface Water,Medium,Winter,0.297,Low,0.7788819875776397,6651.39,470.2,0
Jogulamba,2015,11,6651390,700,61.0,30,777,68,53.0,Urban,Groundwater,Low,Winter,0.3345,Medium,1.0196850393700787,6651.39,444.4,0
Jogulamba,2015,11,6651390,733,56.0,29,711,62,54.0,Urban,Mixed,Medium,Winter,0.3233,Medium,0.9,6651.39,462.2,0
Jogulamba,2015,11,6651390,747,53.0,30,723,66,52.0,Semi-Urban,Surface Water,Medium,Winter,0.3246,Medium,0.902621722846442,6651.39,469.4,0
Jogulamba,2015,11,6651390,754,64.0,31,761,52,55.0,Urban,Surface Water,Medium,Winter,0.3322,Medium,0.9291819291819292,6651.39,478.0,0
Jogulamba,2015,12,6651390,663,58.0,29,774,69,54.0,Urban,Mixed,Low,Winter,0.3409,Medium,1.07202216066482,6651.39,421.0,0
