Measurement_ID,District_ID,Date,Water_Table_Depth_m,Recharge_Rate
4991,19,2023-11-14,19.46,2.75
4992,9,2023-02-13,22.69,0.8
4993,28,2023-06-03,7.15,3.65
4994,3,2023-01-26,16.36,1.41
4995,26,2023-10-20,20.51,1.77
4996,13,2023-07-21,16.02,4.22
4997,9,2023-04-12,24.17,1.13
4998,21,2023-04-28,24.74,0.99
4999,18,2023-10-04,11.35,1.14
5000,18,2023-09-19,10.13,1.82
5001,28,2023-05-19,13.25,1.57
5002,29,2023-01-21,20.29,0.81
5003,33,2023-03-22,18.57,0.94
5004,8,2023-04-25,12.67,0.64
5005,27,2023-06-13,14.9,3.88
5006,18,2023-08-10,14.49,2.93
5007,12,2023-03-17,18.5,0.95
5008,1,2023-03-28,23.45,1.34
5009,5,2023-03-27,15.2,1.5
5010,13,2023-09-09,12.0,3.01
5011,10,2023-01-08,22.0,0.98
5012,23,2023-06-18,12.7,1.6
5013,1,2023-04-17,21.13,0.65
5014,14,2023-01-02,16.23,0.51
5015,4,2023-01-11,22.16,0.51
5016,2,2023-10-08,10.4,2.02
5017,25,2023-05-08,27.04,1.46
5018,19,2023-07-26,15.45,3.3
5019,30,2023-05-03,18.76,1.37
5020,8,2023-11-10,10.77,0.97
5021,1,2023-01-02,19.91,0.68
5022,6,2023-03-04,22.58,1.08
5023,17,2023-03-02,15.07,1.65
5024,26,2023-01-02,23.27,0.93
5025,2,2023-10-24,19.47,1.01
5026,6,2023-07-16,15.02,2.51
5027,10,2023-05-01,23.22,1.69
5028,9,2023-12-17,13.38,0.85
5029,32,2023-04-14,13.79,0.73
5030,30,2023-10-25,18.4,1.43
5031,30,2023-11-13,13.04,2.53
5032,3,2023-07-18,5.77,4.25
5033,1,2023-10-05,14.27,0.91
5034,22,2023-06-03,8.67,4.63
5035,6,2023-10-08,14.54,1.36
5036,28,2023-09-03,12.32,3.66
5037,17,2023-07-18,10.32,3.81
5038,16,2023-01-21,15.17,0.38
5039,4,2023-01-12,21.42,0.44
5040,33,2023-05-22,26.0,0.2
5041,15,2023-05-08,23.56,0.65
5042,28,2023-03-02,24.95,0.3
5043,7,2023-05-06,26.02,0.36
5044,29,2023-02-12,23.47,1.03
5045,7,2023-09-25,10.98,2.21
5046,6,2023-06-12,15.54,1.92
5047,6,2023-12-06,17.78,1.78
5048,24,2023-12-22,21.9,2.15
5049,17,2023-06-18,8.17,2.71
5050,33,2023-03-14,13.76,0.66
5051,20,2023-03-18,18.84,1.57
5052,2,2023-04-07,23.96,0.22
5053,17,2023-12-07,15.52,1.29
5054,1,2023-02-05,19.57,0.23
5055,24,2023-04-15,24.42,1.72
5056,21,2023-05-03,16.91,0.75
5057,18,2023-07-31,10.92,4.55
5058,27,2023-01-16,12.51,1.13
5059,29,2023-06-14,15.15,1.87
5060,25,2023-10-22,17.45,0.91
5061,17,2023-05-26,24.53,0.64
5062,18,2023-07-27,18.74,4.52
5063,28,2023-08-15,14.43,2.99
5064,10,2023-01-28,24.22,0.41
5065,7,2023-01-30,17.02,0.24
5066,9,2023-05-17,20.2,1.49
5067,2,2023-03-13,25.47,1.3
5068,6,2023-12-19,17.91,2.77
5069,33,2023-03-19,25.94,0.99
5070,9,2023-12-01,8.49,1.83
5071,15,2023-09-20,12.54,3.47
5072,29,2023-11-02,20.31,2.82
5073,19,2023-01-01,17.95,0.38
5074,10,2023-07-20,9.64,1.83
5075,10,2023-01-18,18.47,1.6
5076,23,2023-09-14,11.36,3.24
5077,5,2023-09-12,8.66,2.97
5078,17,2023-12-19,19.61,2.5
5079,21,2023-03-11,14.98,1.58
5080,30,2023-04-27,16.86,1.27
5081,23,2023-11-23,10.73,2.28
5082,13,2023-07-30,8.89,3.36
5083,20,2023-03-23,23.08,0.59
5084,15,2023-06-26,16.35,1.37
5085,30,2023-01-09,25.51,0.81
5086,1,2023-05-31,25.08,1.24
5087,6,2023-03-23,15.48,0.71
5088,7,2023-10-14,15.04,2.66
5089,9,2023-10-10,18.63,0.85
5090,22,2023-02-24,18.43,1.27
5091,8,2023-12-18,13.97,2.87
5092,27,2023-02-05,12.62,0.9
5093,12,2023-11-20,18.9,1.28
5094,21,2023-06-27,15.1,1.49
5095,2,2023-05-27,18.54,1.28
5096,26,2023-02-28,18.7,0.32
5097,3,2023-02-01,24.01,1.66
5098,30,2023-11-05,20.14,2.95
5099,12,2023-04-23,17.46,0.45
5100,4,2023-05-16,14.2,1.63
5101,28,2023-07-29,14.63,3.48
5102,2,2023-01-28,25.21,1.12
5103,6,2023-03-07,14.94,0.48
5104,16,2023-09-25,6.96,2.31
5105,10,2023-08-23,11.28,4.07
5106,6,2023-01-16,15.8,1.36
5107,6,2023-03-31,20.0,1.8
5108,13,2023-03-07,25.41,1.75
5109,28,2023-02-05,17.9,0.4
5110,23,2023-02-15,20.06,0.4
5111,9,2023-01-16,18.06,0.63
5112,17,2023-09-30,12.04,4.62
5113,24,2023-01-06,17.97,1.79
5114,32,2023-08-08,9.68,1.95
5115,28,2023-06-16,12.55,4.23
5116,15,2023-05-13,23.48,1.36
5117,20,2023-07-15,10.86,1.28
5118,3,2023-06-06,6.23,2.46
5119,12,2023-03-15,28.47,1.67
5120,29,2023-08-03,8.45,3.81
5121,15,2023-11-21,15.93,0.91
5122,20,2023-07-16,11.75,2.95
5123,2,2023-02-24,21.57,0.67
5124,6,2023-06-20,16.46,2.83
5125,16,2023-01-04,15.12,0.71
5126,24,2023-09-13,15.44,3.51
5127,14,2023-06-08,16.45,2.25
5128,32,2023-03-18,17.96,0.83
5129,17,2023-05-01,15.77,1.31
5130,23,2023-10-13,12.93,1.52
5131,27,2023-02-12,16.15,0.92
5132,32,2023-07-29,15.1,4.21
5133,11,2023-03-25,23.45,1.19
5134,21,2023-02-21,17.77,1.38
5135,9,2023-08-23,5.56,4.07
5136,12,2023-07-21,16.67,3.61
5137,29,2023-01-02,13.81,1.8
5138,33,2023-07-20,14.39,3.85
5139,27,2023-12-27,9.15,1.68
5140,25,2023-06-29,9.24,2.5
5141,26,2023-03-20,22.95,1.61
5142,9,2023-05-22,15.13,1.2
5143,5,2023-11-15,10.84,1.58
5144,29,2023-07-29,15.92,3.89
5145,29,2023-09-19,11.9,2.11
5146,18,2023-11-16,15.41,1.14
5147,19,2023-08-31,9.94,1.74
5148,30,2023-02-11,24.16,0.33
5149,11,2023-10-24,10.46,2.32
5150,4,2023-11-24,20.55,2.92
5151,14,2023-07-05,17.39,1.96
5152,1,2023-01-19,19.08,1.59
5153,27,2023-02-25,24.83,1.23
5154,33,2023-06-05,9.97,2.01
5155,33,2023-10-17,19.06,1.25
5156,31,2023-06-04,12.23,4.68
5157,10,2023-03-06,23.36,0.61
5158,16,2023-06-10,8.47,1.53
5159,18,2023-04-18,24.46,1.03
5160,20,2023-01-28,16.92,0.56
5161,20,2023-08-03,8.12,4.72
5162,25,2023-10-08,20.31,1.67
5163,10,2023-02-26,26.73,1.28
5164,10,2023-02-14,24.01,1.29
5165,22,2023-11-23,18.58,1.18
5166,28,2023-05-10,20.98,1.56
5167,23,2023-03-25,13.25,0.4
5168,23,2023-05-12,16.42,0.67
5169,12,2023-01-09,17.43,1.2
5170,26,2023-12-04,14.5,1.15
5171,18,2023-05-25,27.53,1.31
5172,6,2023-03-05,16.57,0.78
5173,7,2023-12-10,17.57,2.54
5174,32,2023-04-11,15.85,1.7
5175,6,2023-09-29,14.97,4.28
5176,10,2023-08-26,8.93,1.72
5177,16,2023-01-02,15.92,0.3
5178,28,2023-04-30,14.38,0.43
5179,20,2023-04-26,24.01,0.25
5180,22,2023-12-13,10.5,2.88
5181,19,2023-09-14,7.24,3.13
5182,33,2023-04-02,21.83,1.73
5183,5,2023-09-28,15.87,2.79
5184,18,2023-10-28,22.16,1.75
5185,27,2023-10-02,16.42,1.37
5186,2,2023-07-27,12.59,3.14
5187,26,2023-05-13,23.46,1.29
5188,2,2023-06-27,7.96,2.28
5189,7,2023-02-21,22.99,0.46
5190,3,2023-04-04,15.43,1.27
5191,6,2023-03-24,26.25,0.32
5192,24,2023-06-09,13.09,1.49
5193,13,2023-12-03,15.09,1.19
5194,18,2023-02-12,23.94,1.41
5195,12,2023-05-07,18.33,1.34
5196,2,2023-03-02,18.48,0.65
5197,26,2023-01-27,22.3,0.81
5198,20,2023-11-09,12.79,2.47
5199,28,2023-01-03,24.27,1.48
5200,16,2023-09-12,9.46,1.81
5201,10,2023-02-21,25.26,0.73
5202,33,2023-07-17,14.31,4.14
5203,4,2023-01-30,24.48,0.82
5204,13,2023-03-25,27.67,1.26
5205,4,2023-12-24,16.63,2.34
5206,13,2023-02-23,15.16,0.82
5207,29,2023-10-09,19.02,1.15
5208,4,2023-02-11,19.53,0.85
5209,6,2023-05-22,18.11,1.1
5210,3,2023-01-07,24.56,0.61
5211,14,2023-06-02,16.08,3.93
5212,31,2023-03-01,19.79,0.36
5213,16,2023-02-24,19.66,1.73
5214,32,2023-02-20,18.17,1.22
5215,30,2023-11-30,20.54,2.56
5216,27,2023-01-24,22.02,1.75
5217,7,2023-11-19,10.73,2.5
5218,25,2023-03-21,20.07,0.78
5219,23,2023-12-17,15.23,0.87
5220,4,2023-09-17,10.85,1.8
5221,17,2023-02-20,15.07,0.74
5222,19,2023-11-22,18.03,1.24
5223,30,2023-09-26,12.34,3.9
5224,22,2023-07-06,9.91,4.53
5225,1,2023-11-18,21.48,1.35
5226,8,2023-02-09,25.49,1.27
5227,14,2023-08-13,11.89,3.65
5228,22,2023-04-25,22.82,1.17
5229,22,2023-09-29,14.61,2.17
5230,11,2023-12-28,19.94,2.69
5231,8,2023-01-12,22.07,0.24
5232,31,2023-03-27,19.88,1.33
5233,29,2023-09-25,14.98,4.61
5234,1,2023-08-30,18.24,2.66
5235,9,2023-08-28,14.13,1.2
5236,4,2023-04-27,18.64,0.38
5237,30,2023-02-27,25.39,1.68
5238,27,2023-02-24,15.96,0.79
5239,28,2023-01-15,26.88,1.11
5240,33,2023-02-26,19.79,1.0
5241,31,2023-03-21,21.36,1.73
5242,9,2023-04-14,16.3,0.48
5243,25,2023-05-09,16.96,0.23
5244,31,2023-09-09,11.17,4.54
5245,8,2023-10-02,16.19,2.98
5246,13,2023-09-06,17.63,2.97
5247,22,2023-04-27,20.31,1.21
5248,3,2023-08-18,5.72,3.39
5249,27,2023-10-14,13.95,2.21
5250,7,2023-01-04,20.59,0.7
5251,12,2023-05-27,23.38,0.79
5252,1,2023-12-11,13.42,2.29
5253,24,2023-06-30,10.98,4.4
5254,30,2023-09-14,9.02,3.36
5255,3,2023-01-08,18.61,0.52
5256,11,2023-11-30,13.47,2.29
5257,17,2023-12-09,12.95,1.05
5258,19,2023-04-10,21.02,0.56
5259,9,2023-04-20,20.71,1.54
5260,26,2023-04-06,16.7,0.9
5261,11,2023-03-04,18.42,1.21
5262,26,2023-10-27,14.98,1.72
5263,3,2023-07-16,4.73,1.64
5264,25,2023-10-10,17.21,1.27
5265,23,2023-08-22,8.42,2.37
5266,17,2023-07-23,8.77,1.41
5267,31,2023-01-11,15.59,0.46
5268,25,2023-08-15,16.37,1.43
5269,23,2023-02-03,23.44,0.81
5270,28,2023-11-14,17.21,0.92
5271,8,2023-05-06,24.52,1.43
5272,24,2023-12-23,11.6,1.28
5273,10,2023-02-15,22.51,1.67
5274,21,2023-01-29,20.08,0.98
5275,8,2023-07-28,8.01,2.58
5276,20,2023-03-16,18.04,0.76
5277,25,2023-02-07,14.66,0.27
5278,1,2023-09-03,15.89,3.65
5279,1,2023-04-22,19.71,1.62
5280,13,2023-07-06,11.2,2.62
5281,3,2023-11-29,15.39,2.44
5282,17,2023-03-22,25.19,0.25
5283,19,2023-04-19,14.97,1.22
5284,8,2023-11-14,11.69,0.9
5285,15,2023-10-23,16.02,1.66
5286,9,2023-05-28,16.27,0.62
5287,19,2023-09-15,6.46,1.86
5288,5,2023-04-23,19.51,0.64
5289,2,2023-01-06,24.47,0.43
5290,20,2023-02-24,26.29,0.85
5291,28,2023-11-04,12.42,1.47
5292,5,2023-01-08,17.49,1.01
5293,21,2023-04-28,18.8,1.24
5294,3,2023-03-17,16.56,1.27
5295,7,2023-07-08,12.72,2.08
5296,5,2023-07-13,15.0,4.08
5297,31,2023-07-06,15.5,1.83
5298,25,2023-12-24,20.55,2.72
5299,19,2023-07-26,12.82,3.02
5300,16,2023-04-29,25.04,1.76
5301,22,2023-04-30,22.48,0.78
5302,20,2023-10-09,19.84,1.0
5303,6,2023-02-17,17.19,1.78
5304,1,2023-06-16,17.23,4.58
5305,2,2023-03-02,20.55,0.85
5306,18,2023-09-13,18.65,2.31
5307,27,2023-05-13,22.98,1.09
5308,10,2023-09-09,9.77,1.26
5309,33,2023-10-27,13.43,2.0
5310,28,2023-03-04,15.67,0.86
5311,21,2023-08-30,13.99,3.77
5312,16,2023-10-10,8.28,2.26
5313,22,2023-06-14,8.06,1.3
5314,8,2023-03-12,13.77,1.25
5315,5,2023-08-18,7.4,1.28
5316,32,2023-06-18,8.56,4.62
5317,7,2023-03-10,25.38,0.34
5318,15,2023-10-31,12.63,2.88
5319,24,2023-10-16,11.09,1.01
5320,32,2023-09-17,8.24,4.72
5321,7,2023-06-24,14.11,1.97
5322,24,2023-05-13,14.56,1.74
5323,10,2023-07-12,11.74,3.35
5324,3,2023-12-10,9.96,2.47
5325,30,2023-03-24,15.78,1.46
5326,15,2023-07-16,9.29,1.55
5327,2,2023-03-20,18.93,1.5
5328,19,2023-05-30,17.79,0.25
5329,28,2023-07-09,12.64,3.65
5330,18,2023-08-05,16.26,2.65
5331,30,2023-08-28,7.99,3.3
5332,10,2023-01-19,18.1,1.72
5333,23,2023-02-03,20.02,0.96
5334,29,2023-02-22,16.77,0.74
5335,2,2023-08-24,11.35,2.3
5336,14,2023-02-01,27.52,0.9
5337,33,2023-08-26,9.75,1.76
5338,8,2023-07-05,12.36,1.29
5339,25,2023-05-15,20.67,1.08
5340,31,2023-09-30,9.01,3.9
5341,15,2023-09-04,13.74,4.7
5342,4,2023-04-21,20.85,1.06
5343,7,2023-09-07,9.14,2.59
5344,21,2023-06-07,8.11,3.68
5345,15,2023-09-29,10.1,3.15
5346,2,2023-04-06,15.8,1.19
5347,29,2023-06-01,10.92,2.93
5348,5,2023-06-04,16.29,3.74
5349,33,2023-06-16,9.45,3.01
5350,30,2023-12-10,14.62,2.55
5351,12,2023-07-16,17.2,2.22
5352,4,2023-03-24,25.22,0.49
5353,12,2023-06-20,16.5,2.1
5354,17,2023-07-21,10.11,4.27
5355,26,2023-03-17,20.85,1.78
5356,29,2023-04-06,14.57,0.94
5357,20,2023-01-24,24.29,0.21
5358,29,2023-08-02,7.96,1.27
5359,28,2023-05-09,27.01,1.42
5360,9,2023-01-06,16.4,0.45
5361,29,2023-12-01,9.53,1.97
5362,25,2023-12-16,22.09,2.28
5363,14,2023-03-15,20.14,1.0
5364,31,2023-02-04,25.6,1.03
5365,14,2023-06-23,18.67,1.26
5366,14,2023-10-08,19.68,2.18
5367,26,2023-09-01,15.82,3.25
5368,27,2023-12-21,8.91,1.13
5369,9,2023-07-03,14.39,2.04
5370,9,2023-04-22,25.07,1.29
5371,28,2023-09-16,11.55,4.51
5372,31,2023-11-07,17.15,1.74
5373,4,2023-07-28,8.41,4.33
5374,2,2023-05-15,22.94,1.47
5375,26,2023-10-30,19.91,1.41
5376,15,2023-04-01,25.01,0.2
5377,4,2023-12-22,12.57,0.9
5378,22,2023-07-09,8.6,3.12
5379,16,2023-05-13,12.16,0.49
5380,1,2023-06-27,11.41,3.56
5381,2,2023-12-18,13.85,1.81
5382,10,2023-08-31,15.17,2.84
5383,13,2023-10-23,14.72,2.92
5384,27,2023-02-12,12.5,0.69
5385,21,2023-11-02,17.16,2.52
5386,29,2023-08-08,14.61,1.37
5387,17,2023-01-05,23.06,1.35
5388,21,2023-04-09,16.84,0.38
5389,21,2023-07-30,15.34,2.1
5390,29,2023-01-30,12.47,0.56
5391,31,2023-09-14,5.92,2.1
5392,30,2023-09-13,10.37,2.18
5393,22,2023-06-26,16.7,2.04
5394,17,2023-03-23,19.68,1.73
5395,28,2023-02-09,25.41,0.69
5396,2,2023-05-04,16.8,1.15
5397,17,2023-03-17,25.98,0.22
5398,12,2023-09-02,12.8,4.26
5399,14,2023-07-26,13.13,3.79
5400,9,2023-08-22,12.09,1.94
5401,14,2023-04-03,21.32,1.11
5402,4,2023-12-28,18.31,2.61
5403,12,2023-03-31,25.51,0.25
5404,10,2023-09-04,14.2,2.99
5405,7,2023-02-24,20.71,0.8
5406,5,2023-08-26,14.01,3.63
5407,24,2023-11-30,16.87,2.7
5408,32,2023-08-07,8.4,2.28
5409,8,2023-09-09,10.59,4.65
5410,7,2023-08-05,7.4,2.41
5411,11,2023-01-30,25.15,1.64
5412,19,2023-03-22,24.52,0.69
5413,24,2023-02-28,25.78,1.01
5414,19,2023-05-18,21.08,0.58
5415,26,2023-10-23,19.45,1.52
5416,15,2023-01-17,17.8,1.22
5417,24,2023-03-31,17.28,0.56
5418,7,2023-08-06,10.37,4.0
5419,1,2023-04-17,18.23,1.46
5420,12,2023-04-06,24.61,1.29
5421,2,2023-04-03,18.87,1.39
5422,27,2023-10-19,8.54,1.47
5423,1,2023-02-18,24.59,1.78
5424,18,2023-04-05,14.89,1.02
5425,26,2023-05-18,27.9,1.58
5426,32,2023-02-09,13.71,1.05
5427,4,2023-08-05,7.77,4.04
5428,2,2023-02-06,16.55,1.42
5429,29,2023-08-26,15.89,4.71
5430,2,2023-04-21,24.74,0.53
5431,6,2023-07-24,9.07,3.45
5432,13,2023-08-17,13.98,1.23
5433,3,2023-06-25,8.53,4.46
5434,1,2023-01-17,27.66,0.53
5435,19,2023-10-26,12.99,2.03
5436,13,2023-04-17,26.48,1.05
5437,12,2023-07-31,18.55,4.08
5438,30,2023-04-04,26.37,1.37
5439,17,2023-05-24,25.42,1.53
5440,25,2023-10-23,13.42,1.3
5441,15,2023-02-27,25.09,0.34
5442,29,2023-03-23,18.16,1.51
5443,18,2023-08-16,16.98,1.7
5444,28,2023-05-04,19.93,0.97
5445,1,2023-10-04,14.97,2.82
5446,15,2023-10-16,16.82,2.96
5447,3,2023-07-23,5.28,2.62
5448,21,2023-05-14,25.53,0.88
5449,4,2023-03-22,17.39,1.8
5450,23,2023-11-12,19.46,2.0
5451,21,2023-02-25,21.71,0.21
5452,15,2023-11-06,20.76,2.57
5453,15,2023-03-07,13.5,0.48
5454,30,2023-12-25,18.88,0.99
5455,11,2023-09-10,15.61,4.8
5456,12,2023-10-04,21.51,2.43
5457,6,2023-03-23,19.94,0.33
5458,8,2023-07-18,12.94,2.63
5459,15,2023-06-28,12.69,2.26
5460,4,2023-06-02,10.15,2.37
5461,28,2023-01-31,24.5,0.88
5462,9,2023-08-09,8.29,2.76
5463,27,2023-08-20,6.7,4.41
5464,26,2023-11-27,17.59,1.03
5465,22,2023-03-29,17.53,1.77
5466,30,2023-03-27,21.33,0.67
5467,20,2023-07-02,12.3,2.13
5468,14,2023-10-29,11.41,2.65
5469,32,2023-05-16,17.48,1.54
5470,24,2023-01-12,20.62,0.49
5471,29,2023-01-01,23.67,0.8
5472,33,2023-10-07,17.32,2.64
5473,28,2023-06-04,16.74,1.51
5474,1,2023-08-03,9.17,3.17
5475,32,2023-07-06,10.03,2.89
5476,27,2023-01-12,13.4,1.0
5477,11,2023-01-23,13.94,1.54
5478,1,2023-12-07,20.2,0.96
5479,7,2023-10-17,18.72,1.51
5480,11,2023-11-01,12.42,1.2
5481,3,2023-03-26,22.3,0.85
5482,12,2023-02-09,15.55,1.75
5483,24,2023-06-03,10.48,4.57
5484,16,2023-11-14,11.26,2.63
5485,3,2023-05-24,19.91,1.58
5486,17,2023-10-05,20.84,2.72
5487,3,2023-10-27,11.45,2.59
5488,15,2023-03-30,22.95,0.3
5489,11,2023-06-28,15.48,2.88
5490,13,2023-05-07,16.42,0.88
5491,14,2023-03-30,23.47,1.12
5492,1,2023-03-27,23.13,0.61
5493,16,2023-07-03,11.97,4.47
5494,5,2023-01-21,18.31,1.21
5495,10,2023-07-11,9.93,1.37
5496,22,2023-06-26,13.35,1.37
5497,4,2023-02-28,23.85,1.27
5498,15,2023-06-22,10.68,2.68
5499,19,2023-06-18,15.58,1.25
5500,3,2023-04-26,18.5,1.68
5501,26,2023-10-25,21.94,2.09
5502,33,2023-10-11,13.4,1.02
5503,19,2023-12-22,10.49,2.3
5504,14,2023-11-16,11.23,2.74
5505,13,2023-05-06,22.77,0.27
5506,13,2023-03-25,17.89,1.15
5507,19,2023-05-07,12.9,1.45
5508,26,2023-03-25,27.85,1.74
5509,28,2023-03-09,23.38,1.57
5510,1,2023-10-03,18.41,1.81
5511,2,2023-06-27,13.36,2.01
5512,15,2023-03-04,14.52,1.42
5513,9,2023-05-18,24.58,1.12
5514,18,2023-02-16,21.61,1.06
5515,11,2023-10-24,13.93,1.77
5516,4,2023-08-16,17.19,2.93
5517,22,2023-11-03,10.47,2.48
5518,26,2023-06-10,12.88,3.76
5519,9,2023-01-29,19.28,1.34
5520,8,2023-03-15,12.5,0.25
5521,16,2023-09-12,9.43,3.7
5522,26,2023-04-12,18.1,0.89
5523,5,2023-09-04,16.68,1.97
5524,30,2023-06-08,15.5,4.17
5525,24,2023-05-23,26.4,1.66
5526,11,2023-02-03,19.29,1.29
5527,1,2023-07-16,15.27,2.31
5528,12,2023-11-01,14.23,1.55
5529,18,2023-11-25,13.47,2.47
5530,6,2023-10-17,20.7,2.71
5531,14,2023-08-18,11.21,1.39
5532,22,2023-11-15,18.58,1.66
5533,7,2023-10-28,18.58,2.51
5534,9,2023-04-03,19.92,0.61
5535,26,2023-08-17,10.01,2.11
5536,5,2023-12-26,14.99,2.95
5537,15,2023-02-21,13.88,0.52
5538,31,2023-07-10,11.88,2.3
5539,15,2023-07-25,15.57,1.7
5540,9,2023-08-05,14.8,4.48
5541,18,2023-08-31,17.73,1.82
5542,21,2023-03-19,18.46,1.49
5543,33,2023-11-19,18.52,2.35
5544,26,2023-05-09,21.24,0.7
5545,25,2023-02-22,27.86,0.42
5546,10,2023-12-26,10.01,0.82
5547,2,2023-11-14,17.53,0.92
5548,28,2023-03-03,20.65,0.79
5549,29,2023-04-28,14.5,1.38
5550,2,2023-01-03,13.0,0.71
5551,11,2023-12-04,14.93,1.69
5552,18,2023-06-11,11.44,4.53
5553,9,2023-05-19,24.2,0.87
5554,4,2023-04-08,19.24,0.69
5555,11,2023-12-28,18.46,2.05
5556,7,2023-02-02,13.93,1.57
5557,23,2023-12-20,15.4,1.71
5558,15,2023-06-19,10.36,1.56
5559,23,2023-01-06,26.37,1.39
5560,21,2023-02-18,15.69,1.02
5561,18,2023-04-18,22.63,0.47
5562,9,2023-02-21,17.15,1.23
5563,7,2023-06-03,9.52,2.39
5564,16,2023-12-08,9.11,1.71
5565,4,2023-09-22,13.56,1.62
5566,29,2023-09-06,12.59,2.63
5567,30,2023-11-23,17.16,1.49
5568,9,2023-05-14,19.13,1.18
5569,30,2023-11-06,17.31,2.47
5570,9,2023-07-11,6.53,4.67
5571,17,2023-03-09,24.94,1.1
5572,10,2023-02-17,25.95,0.81
5573,33,2023-10-07,9.24,2.4
5574,16,2023-12-29,18.96,1.16
5575,17,2023-11-18,16.86,2.59
5576,21,2023-12-25,20.7,1.41
5577,8,2023-10-30,9.18,1.35
5578,12,2023-01-04,22.96,1.67
5579,20,2023-10-05,17.02,2.82
5580,31,2023-09-10,13.31,3.35
5581,3,2023-08-09,4.83,2.4
5582,32,2023-11-21,10.07,1.51
5583,25,2023-10-22,11.12,1.17
5584,13,2023-04-17,20.29,1.02
5585,16,2023-03-29,14.68,1.37
5586,28,2023-07-01,13.01,3.69
5587,7,2023-07-03,14.01,3.82
5588,4,2023-03-26,26.83,0.58
5589,22,2023-08-28,10.2,1.54
5590,19,2023-08-10,12.33,2.62
5591,18,2023-01-30,21.8,0.47
5592,22,2023-11-22,17.29,2.16
5593,33,2023-07-03,9.48,2.88
5594,13,2023-10-05,21.27,2.5
5595,11,2023-06-14,8.46,4.36
5596,28,2023-12-30,9.91,1.71
5597,31,2023-03-11,12.73,1.68
5598,26,2023-03-30,15.54,0.44
5599,2,2023-09-18,15.38,3.3
5600,18,2023-07-23,16.8,1.26
5601,31,2023-03-06,17.48,1.78
5602,11,2023-07-05,11.99,4.26
5603,20,2023-04-21,27.52,1.3
5604,21,2023-07-11,11.12,2.31
5605,6,2023-10-27,9.98,1.74
5606,26,2023-03-28,27.78,0.96
5607,11,2023-03-30,24.94,1.51
5608,12,2023-06-29,18.71,4.61
5609,1,2023-02-24,24.98,1.59
5610,12,2023-06-30,16.35,3.73
5611,26,2023-03-28,24.99,1.35
5612,20,2023-08-17,11.83,2.72
5613,12,2023-10-10,14.4,1.13
5614,27,2023-04-07,18.8,1.64
5615,17,2023-04-03,22.25,0.29
5616,1,2023-02-16,26.44,1.7
5617,11,2023-03-25,23.8,1.36
5618,16,2023-05-21,13.74,0.76
5619,6,2023-05-28,21.04,0.32
5620,12,2023-11-01,12.15,2.86
5621,1,2023-01-07,24.92,0.64
5622,27,2023-07-21,9.65,2.58
5623,11,2023-12-22,9.09,2.43
5624,29,2023-01-21,14.92,1.49
5625,9,2023-07-29,13.63,3.5
5626,26,2023-01-01,25.75,0.47
5627,17,2023-06-25,12.89,3.64
5628,4,2023-10-25,17.66,1.06
5629,24,2023-08-09,11.36,2.37
5630,13,2023-04-05,22.55,1.42
5631,5,2023-09-02,12.57,3.92
5632,19,2023-11-28,9.59,2.73
5633,3,2023-01-10,18.12,0.26
5634,15,2023-11-11,16.7,1.94
5635,5,2023-01-26,15.95,1.42
5636,6,2023-10-22,20.32,1.51
5637,15,2023-05-06,19.9,0.41
5638,24,2023-04-13,26.94,0.71
5639,12,2023-03-10,17.6,0.97
5640,11,2023-06-02,6.62,2.11
5641,30,2023-02-17,13.97,0.4
5642,6,2023-10-31,10.47,2.72
5643,15,2023-07-15,16.29,2.91
5644,1,2023-12-22,18.65,2.33
5645,3,2023-08-03,8.52,2.53
5646,2,2023-09-28,12.98,2.56
5647,10,2023-08-25,13.3,3.05
5648,32,2023-12-04,15.68,2.62
5649,3,2023-06-14,11.65,4.66
5650,26,2023-05-24,26.04,0.43
5651,26,2023-02-26,25.31,1.27
5652,27,2023-01-29,21.42,0.97
5653,31,2023-08-12,6.24,4.63
5654,9,2023-07-20,13.69,2.95
5655,19,2023-04-22,14.62,1.52
5656,23,2023-01-06,19.01,0.82
5657,1,2023-10-21,19.07,2.47
5658,21,2023-04-27,14.72,1.43
5659,30,2023-03-30,23.3,1.14
5660,13,2023-05-19,19.28,0.46
5661,28,2023-02-16,14.54,0.2
5662,29,2023-08-06,8.51,2.68
5663,10,2023-04-25,16.9,0.69
5664,8,2023-04-16,17.1,0.69
5665,13,2023-07-30,15.78,2.97
5666,8,2023-01-07,11.91,0.56
5667,17,2023-05-25,23.07,0.68
5668,6,2023-08-11,16.32,3.77
5669,20,2023-03-12,18.09,1.03
5670,13,2023-02-20,23.88,0.51
5671,25,2023-06-28,10.84,3.03
5672,18,2023-05-28,27.8,0.75
5673,8,2023-04-11,17.26,0.5
5674,30,2023-04-02,21.33,1.38
5675,30,2023-08-29,11.43,3.9
5676,25,2023-09-25,11.4,3.75
5677,24,2023-09-02,10.5,4.01
5678,27,2023-01-17,24.01,1.48
5679,28,2023-12-21,11.69,2.33
5680,14,2023-05-09,22.57,1.78
5681,19,2023-04-03,17.46,1.43
5682,3,2023-05-23,15.79,0.83
5683,28,2023-02-05,14.66,0.58
5684,31,2023-06-17,7.26,1.77
5685,22,2023-02-21,13.62,1.47
5686,33,2023-10-09,14.44,2.57
5687,29,2023-01-11,21.02,1.53
5688,6,2023-09-11,12.16,1.54
